doctor_id,doctor_name,specialization,location_lat,location_lon,available_from,available_to,visit_duration_mins,priority_score,MR_id,others
DR246,Patricia Daniels,Neurologist,19.056251,72.827772,09:00,11:00,30,1,MR3,Visit after 8 days
DR247,Ryan Pierce,Cardiologist,19.065896,72.865574,09:00,10:00,30,4,MR1,Samples of new medicine requested
DR248,Emily Shaffer,Neurologist,19.109297,72.92392,09:00,10:00,20,9,MR3,"Product brochure, Samples, Feedback form"
DR249,Misty Wolf,Dermatologist,19.106738,72.926555,10:00,12:00,15,9,MR3,"Samples, Survey form"
DR250,Daniel White,Orthopedic,19.049051,72.871614,09:00,10:00,30,7,MR1,"Feedback form, Survey kit"
DR251,Trevor Powers,Pediatrician,19.045294,72.831716,12:00,13:00,30,1,MR1,Patient feedback needed
DR252,Brian Martin,Cardiologist,19.083944,72.918074,12:00,14:00,30,1,MR2,"Product brochure, Samples, Feedback form"
DR253,Tammy Davidson,Dermatologist,19.125542,72.852516,10:00,11:00,30,3,MR2,"Samples, Survey form"
DR254,Jennifer Thompson,Cardiologist,19.100396,72.899456,15:00,16:00,20,4,MR1,"Samples, Survey form"
DR255,Andrea Nelson,Pediatrician,19.050591,72.92499,10:00,12:00,20,6,MR2,"Samples, Survey form"
DR256,Yvonne Smith,Dermatologist,19.036519,72.889032,10:00,11:00,15,8,MR3,More Calpol is required
DR257,Christopher Watson,Oncologist,19.030056,72.91809,14:00,15:00,15,8,MR2,"Brochure, Digital device for demo"
DR258,Robert Chambers,Oncologist,19.108533,72.883012,14:00,16:00,30,2,MR2,"Product brochure, Samples, Feedback form"
DR259,Melissa Robertson,Neurologist,19.109384,72.838263,11:00,13:00,20,10,MR2,"Feedback form, Survey kit"
DR260,Dr. Christopher Martin,Oncologist,19.102604,72.902693,09:00,10:00,30,7,MR3,Visit after 8 days
DR261,Craig Fernandez,Oncologist,19.076672,72.874062,10:00,11:00,15,9,MR2,"Brochure, Digital device for demo"
DR262,James Brown,Neurologist,19.067737,72.918803,15:00,17:00,15,3,MR1,Samples of new medicine requested
DR263,Laurie Davis,Cardiologist,19.06284,72.854907,14:00,16:00,30,2,MR2,Visit after 8 days
DR264,Heather Shepherd,Dermatologist,19.113346,72.884253,11:00,13:00,15,2,MR1,Visit after 8 days
DR265,Jimmy Cummings,Pediatrician,19.096505,72.849611,13:00,14:00,30,4,MR3,"Brochure, Digital device for demo"
DR266,Kayla Chapman,Neurologist,19.122868,72.845323,13:00,14:00,20,9,MR3,Samples of new medicine requested
DR267,Pamela Swanson,Neurologist,19.090129,72.855253,12:00,13:00,15,7,MR2,Paracetamol is req
DR268,Kevin Smith,Neurologist,19.065432,72.885361,11:00,13:00,15,2,MR3,Paracetamol is req
DR269,Cynthia Butler,Pediatrician,19.083507,72.893195,09:00,10:00,15,2,MR1,Patient feedback needed
DR270,Keith Alexander,Dermatologist,19.069989,72.916216,09:00,11:00,15,1,MR3,"Product brochure, Samples"
DR271,Scott Gonzalez,Oncologist,19.108516,72.845574,11:00,13:00,15,3,MR2,Patient feedback needed
DR272,Julie Acevedo,Oncologist,19.042119,72.904151,13:00,14:00,15,2,MR1,"Feedback form, Survey kit"
DR273,Kimberly Chavez,Cardiologist,19.033472,72.869843,13:00,14:00,30,2,MR2,Appointment confirmation slip
DR274,Sabrina Hernandez,Dermatologist,19.050055,72.834292,11:00,13:00,20,6,MR2,Samples of new medicine requested
DR275,Lori Gordon,Cardiologist,19.047688,72.905879,15:00,16:00,15,3,MR2,Paracetamol is req
DR276,Jacob Taylor,Oncologist,19.124755,72.852379,10:00,12:00,20,5,MR1,Paracetamol is req
DR277,David Clark,Oncologist,19.093495,72.865585,14:00,16:00,30,9,MR2,More Calpol is required
DR278,Alan George,Cardiologist,19.076288,72.908617,15:00,16:00,30,9,MR1,Samples of new medicine requested
DR279,Jason Carter,Oncologist,19.036889,72.847066,14:00,16:00,15,9,MR1,"Samples, Survey form"
DR280,Crystal Marquez,Orthopedic,19.075573,72.847889,12:00,13:00,15,7,MR1,Paracetamol is req
DR281,Jennifer Leblanc DDS,Neurologist,19.085816,72.868263,11:00,13:00,20,6,MR2,Samples of new medicine requested
DR282,Richard Brown,Oncologist,19.116223,72.918512,15:00,17:00,20,5,MR2,"Samples, Survey form"
DR283,Scott Lucas,Orthopedic,19.099987,72.927647,12:00,14:00,30,1,MR3,"Product brochure, Samples"
DR284,Tanya Anderson,Neurologist,19.105616,72.86525,10:00,11:00,15,3,MR1,"Product brochure, Samples"
DR285,Mikayla Morris,Pediatrician,19.087642,72.86746,11:00,13:00,30,4,MR2,"Feedback form, Survey kit"
DR286,Logan Cruz,Dermatologist,19.110948,72.828646,13:00,15:00,30,3,MR3,Paracetamol is req
DR287,Mrs. Shannon Smith,Pediatrician,19.125977,72.863565,09:00,10:00,15,3,MR2,Patient feedback needed
DR288,Tyler Day,Dermatologist,19.052281,72.835298,11:00,13:00,20,5,MR3,Patient feedback needed
DR289,Jessica Ramirez,Oncologist,19.074448,72.926636,12:00,13:00,30,5,MR2,"Brochure, Digital device for demo"
DR290,Jason Johnson,Cardiologist,19.047475,72.852227,10:00,12:00,30,8,MR3,Patient feedback needed
DR291,Michael Thomas,Neurologist,19.048582,72.915825,10:00,12:00,20,3,MR2,Patient feedback needed
DR292,Lori Merritt,Pediatrician,19.038097,72.887925,10:00,12:00,30,6,MR3,"Brochure, Digital device for demo"
DR293,Frank Anderson,Dermatologist,19.080078,72.881465,15:00,16:00,30,7,MR3,Visit after 8 days
DR294,Daniel Brandt,Oncologist,19.116079,72.912209,09:00,10:00,20,10,MR3,More Calpol is required
DR295,Scott Charles,Pediatrician,19.054976,72.898052,12:00,13:00,20,1,MR2,"Feedback form, Survey kit"
DR296,Megan Bray,Pediatrician,19.05801,72.900672,10:00,12:00,20,8,MR1,"Samples, Survey form"
DR297,Chase Carter,Dermatologist,19.050096,72.841713,15:00,16:00,30,5,MR3,More Calpol is required
DR298,Kristina Sanchez,Neurologist,19.102091,72.879825,09:00,11:00,20,1,MR3,"Feedback form, Survey kit"
DR299,Breanna White DDS,Dermatologist,19.04101,72.91163,10:00,11:00,15,5,MR2,"Feedback form, Survey kit"
DR300,Chad Smith,Cardiologist,19.039985,72.903751,12:00,13:00,15,5,MR1,"Feedback form, Survey kit"
DR301,Beth Taylor,Oncologist,19.026324,72.840562,11:00,13:00,20,6,MR1,More Calpol is required
DR302,Alice Castillo,Cardiologist,19.122471,72.904285,11:00,13:00,15,10,MR1,"Product brochure, Samples, Feedback form"
DR303,Michelle Casey,Neurologist,19.071909,72.834572,15:00,17:00,20,4,MR2,Samples of new medicine requested
DR304,Shelly Lowe,Dermatologist,19.113656,72.827884,14:00,15:00,20,8,MR2,"Product brochure, Samples, Feedback form"
DR305,Nicole Hensley,Pediatrician,19.028299,72.926175,11:00,12:00,20,1,MR3,"Feedback form, Survey kit"
DR306,John Smith,Neurologist,19.027378,72.920237,15:00,17:00,30,3,MR3,Visit after 8 days
DR307,Steven Blevins,Dermatologist,19.088969,72.891423,11:00,12:00,30,4,MR2,"Product brochure, Samples"
DR308,Bill Nelson,Cardiologist,19.042001,72.895247,11:00,12:00,15,8,MR2,"Product brochure, Samples, Feedback form"
DR309,Patrick Williams,Pediatrician,19.099793,72.897305,09:00,11:00,15,7,MR3,"Samples, Survey form"
DR310,Kyle Ross,Pediatrician,19.054303,72.874219,13:00,15:00,15,8,MR3,Visit after 8 days
DR311,Chase Alexander,Orthopedic,19.091007,72.872001,09:00,10:00,30,4,MR3,"Product brochure, Samples, Feedback form"
DR312,Monica Burch,Neurologist,19.039929,72.833581,11:00,12:00,20,4,MR3,"Feedback form, Survey kit"
DR313,Daniel Howard,Cardiologist,19.12069,72.834423,09:00,11:00,30,1,MR2,"Product brochure, Samples, Feedback form"
DR314,Amy Carlson,Neurologist,19.083113,72.899488,09:00,11:00,15,4,MR3,"Product brochure, Samples, Feedback form"
DR315,Mark Hensley,Dermatologist,19.049552,72.898894,14:00,15:00,15,3,MR3,"Samples, Survey form"
DR316,Jeffery Herrera,Orthopedic,19.122164,72.855873,15:00,16:00,15,3,MR2,Samples of new medicine requested
DR317,Jerry Copeland,Dermatologist,19.075391,72.911781,09:00,10:00,15,5,MR3,Paracetamol is req
DR318,Jeremiah Cooper,Neurologist,19.119116,72.88809,13:00,15:00,15,9,MR2,"Brochure, Digital device for demo"
DR319,Jacob Vazquez,Cardiologist,19.111264,72.896781,11:00,12:00,15,9,MR3,"Product brochure, Samples"
DR320,Leah Gomez,Oncologist,19.079004,72.863187,14:00,15:00,20,6,MR3,"Product brochure, Samples"
DR321,Brandon Knight DDS,Oncologist,19.052706,72.895441,11:00,12:00,30,8,MR2,"Product brochure, Samples, Feedback form"
DR322,Jessica Compton,Orthopedic,19.03839,72.885906,13:00,15:00,15,7,MR2,"Feedback form, Survey kit"
DR323,Michael Johnson,Cardiologist,19.095434,72.840641,12:00,13:00,15,7,MR3,"Product brochure, Samples, Feedback form"
DR324,Joseph Cox,Oncologist,19.043411,72.893857,12:00,13:00,30,1,MR3,More Calpol is required
DR325,Andrew Hicks,Pediatrician,19.042585,72.912944,15:00,16:00,20,9,MR1,More Calpol is required
DR326,Stephanie Pollard,Orthopedic,19.03761,72.895724,11:00,13:00,20,9,MR3,More Calpol is required
DR327,Alicia Lopez,Cardiologist,19.041798,72.872669,14:00,15:00,30,9,MR3,"Product brochure, Samples, Feedback form"
DR328,Daniel White,Pediatrician,19.120655,72.913478,10:00,12:00,20,8,MR1,"Feedback form, Survey kit"
DR329,Julie Miller,Cardiologist,19.093763,72.921374,13:00,14:00,15,9,MR2,"Feedback form, Survey kit"
DR330,Michael Norman,Pediatrician,19.044655,72.891026,10:00,12:00,15,5,MR3,More Calpol is required
DR331,Madeline White,Cardiologist,19.032686,72.832042,14:00,16:00,30,5,MR1,Visit after 8 days
DR332,Michelle Anderson,Pediatrician,19.050787,72.896126,09:00,11:00,20,9,MR1,"Feedback form, Survey kit"
DR333,Casey Mosley,Oncologist,19.091271,72.884749,09:00,11:00,15,8,MR3,Appointment confirmation slip
DR334,Joshua Mahoney,Oncologist,19.046205,72.836842,15:00,16:00,15,3,MR3,More Calpol is required
DR335,Bryan Leach,Cardiologist,19.038313,72.92661,09:00,11:00,15,1,MR3,More Calpol is required
DR336,Kristen Gilbert,Cardiologist,19.09912,72.858696,10:00,12:00,20,2,MR1,Visit after 8 days
DR337,Lisa Morris,Oncologist,19.095662,72.919047,13:00,14:00,20,7,MR1,Patient feedback needed
DR338,Craig Flowers,Oncologist,19.032282,72.891061,14:00,16:00,15,2,MR3,Samples of new medicine requested
DR339,David Russo,Oncologist,19.047052,72.924699,10:00,11:00,30,8,MR1,Paracetamol is req
DR340,Maria Garcia,Pediatrician,19.092228,72.885925,12:00,14:00,30,10,MR3,More Calpol is required
DR341,Brandi Hoover,Pediatrician,19.098268,72.832319,14:00,15:00,15,9,MR2,"Samples, Survey form"
DR342,Penny Johnson,Oncologist,19.040588,72.853433,11:00,12:00,15,9,MR1,"Product brochure, Samples, Feedback form"
DR343,Brandon Moore,Orthopedic,19.082477,72.919472,15:00,17:00,15,2,MR2,Paracetamol is req
DR344,Ashley Page,Cardiologist,19.078701,72.911792,11:00,12:00,15,2,MR3,"Brochure, Digital device for demo"
DR345,Cathy Miller,Pediatrician,19.03829,72.868082,14:00,16:00,20,8,MR2,"Feedback form, Survey kit"
DR346,Shawn Garcia,Orthopedic,19.110762,72.860722,15:00,17:00,30,9,MR2,"Samples, Survey form"
DR347,Robert Mcdonald,Dermatologist,19.030219,72.855785,12:00,13:00,30,9,MR2,"Feedback form, Survey kit"
DR348,Mark Shepard,Neurologist,19.073425,72.92251,10:00,11:00,30,7,MR3,"Product brochure, Samples, Feedback form"
DR349,Hannah Ross,Cardiologist,19.088871,72.872995,11:00,12:00,20,9,MR3,"Samples, Survey form"
DR350,Andrew Harrison,Oncologist,19.056313,72.841921,14:00,15:00,15,7,MR3,Samples of new medicine requested
DR351,Tyler Navarro,Dermatologist,19.02805,72.830255,12:00,14:00,15,1,MR2,More Calpol is required
DR352,Thomas Taylor,Dermatologist,19.052159,72.853564,12:00,14:00,20,8,MR3,"Brochure, Digital device for demo"
DR353,Bobby Thompson,Orthopedic,19.045556,72.898553,11:00,12:00,20,3,MR3,"Samples, Survey form"
DR354,Richard Higgins,Pediatrician,19.030285,72.864674,11:00,13:00,30,7,MR3,Patient feedback needed
DR355,Blake Nguyen,Dermatologist,19.09128,72.875107,15:00,17:00,30,9,MR2,"Feedback form, Survey kit"
DR356,Marissa Chavez,Cardiologist,19.037175,72.878269,11:00,13:00,20,5,MR1,Patient feedback needed
DR357,Brittany Diaz,Oncologist,19.08599,72.87914,15:00,16:00,20,4,MR3,"Feedback form, Survey kit"
DR358,Christy Rosales,Orthopedic,19.090797,72.860724,09:00,11:00,20,4,MR2,"Samples, Survey form"
DR359,Alexandra Terry,Neurologist,19.075148,72.859107,15:00,17:00,15,1,MR3,"Product brochure, Samples, Feedback form"
DR360,Marc Brown,Orthopedic,19.106388,72.901033,15:00,16:00,30,8,MR3,"Product brochure, Samples, Feedback form"
DR361,Kristin Bell,Neurologist,19.035107,72.915128,15:00,16:00,15,4,MR2,Patient feedback needed
DR362,Bonnie Glass,Neurologist,19.047559,72.852048,15:00,16:00,30,1,MR1,Appointment confirmation slip
DR363,Daniel Hurst,Oncologist,19.105072,72.869924,15:00,16:00,20,7,MR2,Paracetamol is req
DR364,Cynthia Hahn,Oncologist,19.118426,72.830541,14:00,16:00,15,9,MR1,Visit after 8 days
DR365,Gabriel Wise,Orthopedic,19.0559,72.903866,13:00,14:00,20,7,MR2,"Brochure, Digital device for demo"
DR366,Ashlee Lee,Oncologist,19.036812,72.915837,10:00,11:00,15,5,MR2,Appointment confirmation slip
DR367,Michael Olson,Orthopedic,19.094131,72.898035,12:00,13:00,20,5,MR2,Appointment confirmation slip
DR368,Samantha Love,Neurologist,19.049673,72.910591,09:00,10:00,15,9,MR2,"Feedback form, Survey kit"
DR369,Edwin Scott,Pediatrician,19.10826,72.856658,15:00,16:00,30,4,MR2,More Calpol is required
DR370,Michael Thompson,Dermatologist,19.081176,72.903969,09:00,10:00,30,3,MR2,"Brochure, Digital device for demo"
DR371,Jennifer Warner,Neurologist,19.106687,72.87657,13:00,14:00,30,3,MR2,Appointment confirmation slip
DR372,Brittany Yates,Dermatologist,19.030521,72.841638,11:00,12:00,20,2,MR2,Samples of new medicine requested
DR373,Kevin Hicks,Cardiologist,19.091179,72.859679,11:00,12:00,20,4,MR3,"Feedback form, Survey kit"
DR374,Mary Flynn,Neurologist,19.040725,72.904737,13:00,14:00,20,9,MR3,Samples of new medicine requested
DR375,Lori Jones,Pediatrician,19.053066,72.832121,09:00,10:00,30,1,MR1,"Feedback form, Survey kit"
DR376,Rachel Cook,Cardiologist,19.06544,72.835988,12:00,13:00,20,7,MR1,Appointment confirmation slip
DR377,Gary Dominguez,Pediatrician,19.037998,72.856136,14:00,15:00,15,4,MR2,Patient feedback needed
DR378,Dr. Nicholas Farrell,Cardiologist,19.029397,72.924648,11:00,12:00,20,6,MR1,Samples of new medicine requested
DR379,James Smith,Oncologist,19.092896,72.835551,13:00,15:00,30,3,MR2,Visit after 8 days
DR380,Amber Lee,Orthopedic,19.059883,72.898815,15:00,17:00,30,8,MR3,"Samples, Survey form"
DR381,Scott Schroeder,Oncologist,19.092012,72.894667,13:00,15:00,15,9,MR2,"Feedback form, Survey kit"
DR382,Gregory Oliver,Cardiologist,19.028907,72.840512,12:00,13:00,30,4,MR3,"Product brochure, Samples, Feedback form"
DR383,Margaret Ochoa,Oncologist,19.041793,72.894468,10:00,11:00,20,1,MR3,Visit after 8 days
DR384,Michael Martinez,Orthopedic,19.086484,72.919294,10:00,12:00,15,4,MR2,Paracetamol is req
DR385,Amanda Barnett,Dermatologist,19.043507,72.830804,13:00,15:00,20,4,MR1,"Brochure, Digital device for demo"
DR386,David Barnett,Neurologist,19.080962,72.833073,12:00,14:00,30,9,MR3,Visit after 8 days
DR387,Robert Cabrera,Neurologist,19.107587,72.839327,09:00,11:00,20,6,MR1,"Samples, Survey form"
DR388,Michael Snyder Jr.,Pediatrician,19.096876,72.870023,15:00,17:00,30,7,MR1,Patient feedback needed
DR389,Troy Jones,Pediatrician,19.091918,72.883472,12:00,14:00,15,1,MR2,Visit after 8 days
DR390,Peter Simon,Orthopedic,19.100026,72.925042,09:00,10:00,30,5,MR3,Paracetamol is req
DR391,David Harris,Pediatrician,19.060879,72.881578,12:00,13:00,30,7,MR1,"Product brochure, Samples, Feedback form"
DR392,Sheila Jones,Orthopedic,19.099446,72.918031,10:00,12:00,30,5,MR1,"Brochure, Digital device for demo"
DR393,Jessica Velasquez,Neurologist,19.033401,72.926576,15:00,17:00,15,10,MR2,Visit after 8 days
DR394,Steven Fowler,Orthopedic,19.114727,72.834064,13:00,14:00,20,6,MR3,"Brochure, Digital device for demo"
DR395,Caleb Benson,Orthopedic,19.075318,72.844349,09:00,10:00,30,3,MR3,Samples of new medicine requested
DR396,Amanda Johnson,Neurologist,19.089208,72.845521,10:00,12:00,15,4,MR3,"Product brochure, Samples"
DR397,Gabriela Johnson,Neurologist,19.034474,72.867946,15:00,17:00,30,9,MR2,Appointment confirmation slip
DR398,Michelle Scott,Neurologist,19.114334,72.849694,11:00,13:00,15,8,MR3,More Calpol is required
DR399,Daniel Torres,Cardiologist,19.106821,72.836381,12:00,14:00,15,2,MR3,More Calpol is required
DR400,Christina Scott,Pediatrician,19.11742,72.923293,12:00,14:00,30,2,MR1,"Product brochure, Samples, Feedback form"
DR401,Colleen Griffin,Pediatrician,19.050583,72.844815,11:00,13:00,15,4,MR1,"Brochure, Digital device for demo"
DR402,Phillip Jones,Dermatologist,19.08965,72.904823,10:00,12:00,30,9,MR2,Patient feedback needed
DR403,Claudia Bond,Pediatrician,19.036283,72.869956,15:00,16:00,30,4,MR2,More Calpol is required
DR404,Michelle Lopez,Pediatrician,19.1039,72.881183,14:00,16:00,15,1,MR1,Paracetamol is req
DR405,Jacob Anderson,Neurologist,19.043123,72.903012,09:00,11:00,30,8,MR3,"Product brochure, Samples, Feedback form"
DR406,Emily Jenkins,Oncologist,19.110072,72.860802,11:00,13:00,30,9,MR1,Paracetamol is req
DR407,John French,Oncologist,19.070657,72.848338,09:00,11:00,15,5,MR1,Samples of new medicine requested
DR408,Roger Hart,Pediatrician,19.027323,72.905259,09:00,10:00,30,7,MR3,More Calpol is required
DR409,Shannon Phillips,Neurologist,19.027854,72.913106,12:00,14:00,30,3,MR3,Visit after 8 days
DR410,John Johnson,Dermatologist,19.028622,72.872606,09:00,10:00,20,2,MR3,"Product brochure, Samples"
DR411,Shelby Lara,Neurologist,19.061316,72.895343,10:00,12:00,20,6,MR1,"Product brochure, Samples, Feedback form"
DR412,Amanda Myers,Cardiologist,19.113915,72.829315,15:00,16:00,15,7,MR3,"Brochure, Digital device for demo"
DR413,Victoria Rodriguez,Neurologist,19.084549,72.894246,15:00,17:00,15,5,MR1,Appointment confirmation slip
DR414,Dr. Amy Carlson,Oncologist,19.113666,72.845969,14:00,15:00,15,8,MR1,"Samples, Survey form"
DR415,Matthew Cooper,Oncologist,19.103711,72.877983,09:00,10:00,30,7,MR1,More Calpol is required
DR416,Jessica Reyes,Orthopedic,19.105421,72.886153,09:00,10:00,30,5,MR1,Samples of new medicine requested
DR417,Melanie White,Orthopedic,19.069555,72.875194,11:00,13:00,20,10,MR1,Samples of new medicine requested
DR418,James Ellis,Orthopedic,19.101624,72.891769,09:00,11:00,30,4,MR3,Patient feedback needed
DR419,Mark Jenkins,Orthopedic,19.072857,72.848248,13:00,14:00,15,4,MR1,"Feedback form, Survey kit"
DR420,Amber White,Dermatologist,19.076976,72.857849,11:00,12:00,30,2,MR2,Samples of new medicine requested
DR421,Matthew Ortiz,Orthopedic,19.119667,72.920113,13:00,14:00,30,9,MR1,Samples of new medicine requested
DR422,Rachel Arnold,Neurologist,19.09425,72.916018,15:00,16:00,15,10,MR1,Appointment confirmation slip
DR423,Maxwell Hester,Orthopedic,19.105269,72.8478,13:00,14:00,30,6,MR3,Paracetamol is req
DR424,Dean Parker,Neurologist,19.116783,72.868529,15:00,17:00,15,3,MR3,More Calpol is required
DR425,Alexis Simon,Pediatrician,19.122359,72.893691,15:00,16:00,15,1,MR3,Samples of new medicine requested
DR426,Victoria Booth,Orthopedic,19.080889,72.895453,10:00,12:00,20,4,MR2,Visit after 8 days
DR427,Todd Michael,Pediatrician,19.110051,72.895259,09:00,11:00,15,3,MR3,"Feedback form, Survey kit"
DR428,Melissa Meyer,Dermatologist,19.10543,72.835599,09:00,10:00,30,6,MR2,"Feedback form, Survey kit"
DR429,Joshua Robinson,Pediatrician,19.045247,72.841879,13:00,14:00,30,10,MR3,Patient feedback needed
DR430,Darren Rodriguez,Oncologist,19.029265,72.8829,11:00,12:00,15,6,MR1,Patient feedback needed
DR431,John Nelson,Pediatrician,19.047568,72.87884,13:00,15:00,20,8,MR1,Visit after 8 days
DR432,Erik Nicholson,Neurologist,19.10619,72.875325,14:00,15:00,20,7,MR3,"Product brochure, Samples"
DR433,Robert Sanchez,Cardiologist,19.08381,72.835027,10:00,12:00,20,3,MR1,Paracetamol is req
DR434,Emily Elliott,Dermatologist,19.110362,72.91189,15:00,16:00,30,7,MR2,"Product brochure, Samples"
DR435,Philip Patton,Cardiologist,19.096262,72.861979,11:00,12:00,20,3,MR3,Paracetamol is req
DR436,Christopher Hall,Oncologist,19.058826,72.87784,11:00,13:00,15,6,MR3,Samples of new medicine requested
DR437,Johnathan Ford,Dermatologist,19.084176,72.880259,14:00,15:00,15,6,MR2,Appointment confirmation slip
DR438,Derek Hughes,Neurologist,19.070607,72.889404,11:00,12:00,30,7,MR1,"Samples, Survey form"
DR439,Scott Bennett,Dermatologist,19.050257,72.891719,10:00,12:00,15,7,MR3,Samples of new medicine requested
DR440,Christopher Harris,Pediatrician,19.107706,72.896817,10:00,11:00,30,10,MR2,"Feedback form, Survey kit"
DR441,David Brown,Cardiologist,19.120658,72.867506,11:00,12:00,20,1,MR2,Paracetamol is req
DR442,Dana Baxter,Oncologist,19.119067,72.861677,13:00,14:00,30,6,MR3,Samples of new medicine requested
DR443,Adam Schneider,Oncologist,19.053137,72.917782,15:00,16:00,30,2,MR3,"Feedback form, Survey kit"
DR444,Crystal Wright,Dermatologist,19.112069,72.90078,12:00,13:00,20,2,MR3,Appointment confirmation slip
DR445,Adam Barrett,Pediatrician,19.123334,72.883882,11:00,13:00,30,9,MR3,"Feedback form, Survey kit"
DR446,David Marshall,Pediatrician,19.054082,72.915494,10:00,11:00,15,8,MR3,Paracetamol is req
DR447,Victoria Stephens,Dermatologist,19.10717,72.908325,09:00,11:00,15,2,MR2,Visit after 8 days
DR448,Andre Moore,Dermatologist,19.094738,72.892002,13:00,15:00,15,6,MR2,"Feedback form, Survey kit"
DR449,Wayne Cabrera,Oncologist,19.125231,72.855474,10:00,11:00,20,2,MR1,Appointment confirmation slip
DR450,Lisa Hopkins,Cardiologist,19.071438,72.926917,14:00,15:00,15,3,MR3,"Brochure, Digital device for demo"
DR451,Austin Singleton,Oncologist,19.097606,72.912563,12:00,13:00,30,10,MR2,Appointment confirmation slip
DR452,Corey King,Pediatrician,19.053836,72.904721,09:00,11:00,20,9,MR3,"Feedback form, Survey kit"
DR453,Kristine Espinoza,Orthopedic,19.03701,72.866292,11:00,13:00,30,3,MR1,"Product brochure, Samples"
DR454,John Khan,Pediatrician,19.114621,72.864446,14:00,15:00,15,1,MR2,"Feedback form, Survey kit"
DR455,Rebecca Graham,Cardiologist,19.026836,72.900835,09:00,11:00,30,9,MR2,Patient feedback needed
DR456,Steven Hernandez,Neurologist,19.123346,72.839578,13:00,15:00,15,10,MR2,"Product brochure, Samples, Feedback form"
DR457,Gary Williams,Cardiologist,19.106114,72.828938,12:00,13:00,30,7,MR3,Appointment confirmation slip
DR458,Ashley Anderson,Orthopedic,19.115549,72.886331,10:00,12:00,15,6,MR1,Patient feedback needed
DR459,Christine Hernandez,Pediatrician,19.125336,72.856271,09:00,11:00,30,5,MR1,Paracetamol is req
DR460,Karen Brown,Dermatologist,19.047923,72.850453,11:00,13:00,15,1,MR2,More Calpol is required
DR461,Vanessa Underwood,Cardiologist,19.0795,72.862252,09:00,10:00,15,5,MR1,"Product brochure, Samples, Feedback form"
DR462,Dr. Crystal Hayes,Oncologist,19.067625,72.900013,10:00,11:00,15,2,MR1,"Feedback form, Survey kit"
DR463,Juan Collins,Pediatrician,19.032629,72.890336,13:00,15:00,15,5,MR3,Paracetamol is req
DR464,Michelle Hale,Pediatrician,19.081608,72.883491,11:00,12:00,20,7,MR1,"Product brochure, Samples"
DR465,Andrew Johnson,Oncologist,19.106988,72.921006,14:00,15:00,30,1,MR2,Samples of new medicine requested
DR466,Jeffrey Brown,Pediatrician,19.119414,72.831374,13:00,15:00,15,7,MR1,Visit after 8 days
DR467,Nicole Payne,Neurologist,19.107254,72.916861,14:00,16:00,30,7,MR2,"Samples, Survey form"
DR468,Jesse Perez,Dermatologist,19.079572,72.829395,12:00,13:00,30,9,MR2,Patient feedback needed
DR469,Gilbert Torres,Cardiologist,19.053925,72.889786,09:00,11:00,30,1,MR1,Samples of new medicine requested
DR470,Danny Kelley,Orthopedic,19.076801,72.849208,15:00,16:00,15,1,MR2,Visit after 8 days
DR471,Samuel Johnson,Neurologist,19.067573,72.892141,13:00,15:00,30,2,MR2,"Brochure, Digital device for demo"
DR472,Kelly Estrada,Oncologist,19.028414,72.843072,10:00,12:00,30,4,MR2,More Calpol is required
DR473,Michael Jones,Dermatologist,19.059826,72.895867,09:00,11:00,30,10,MR1,"Product brochure, Samples"
DR474,Christian Lee,Neurologist,19.097727,72.880196,14:00,15:00,15,5,MR2,Patient feedback needed
DR475,Melissa Brown,Pediatrician,19.121726,72.885447,13:00,15:00,30,6,MR2,"Feedback form, Survey kit"
DR476,Kevin Bridges,Dermatologist,19.064272,72.911504,10:00,11:00,30,10,MR1,"Feedback form, Survey kit"
DR477,Jordan George,Cardiologist,19.105897,72.921444,15:00,16:00,15,8,MR2,"Feedback form, Survey kit"
DR478,Alan Golden,Pediatrician,19.122691,72.836195,09:00,10:00,15,9,MR3,"Product brochure, Samples, Feedback form"
DR479,Debra Abbott,Dermatologist,19.102425,72.890305,09:00,11:00,20,4,MR2,"Product brochure, Samples"
DR480,Mario Cohen,Orthopedic,19.041203,72.913472,11:00,13:00,30,6,MR2,"Feedback form, Survey kit"
DR481,Brenda Cohen,Orthopedic,19.102956,72.83307,12:00,13:00,30,10,MR3,Visit after 8 days
DR482,William Bradley,Cardiologist,19.050839,72.829903,14:00,15:00,15,9,MR2,"Product brochure, Samples"
DR483,Raymond Valenzuela,Cardiologist,19.119435,72.925669,10:00,12:00,20,3,MR1,Samples of new medicine requested
DR484,Joshua Gonzales,Oncologist,19.125587,72.874191,11:00,13:00,20,2,MR2,Samples of new medicine requested
DR485,Thomas Poole,Oncologist,19.059072,72.909001,15:00,17:00,30,5,MR1,"Product brochure, Samples, Feedback form"
DR486,Cheryl Vargas,Dermatologist,19.045315,72.882141,15:00,16:00,20,9,MR1,"Feedback form, Survey kit"
DR487,Troy Orr,Cardiologist,19.029045,72.891138,15:00,16:00,30,5,MR2,"Brochure, Digital device for demo"
DR488,Juan Thomas,Neurologist,19.125686,72.829454,10:00,12:00,20,8,MR1,Appointment confirmation slip
DR489,Michael Owens,Cardiologist,19.102399,72.904121,13:00,15:00,15,1,MR2,"Product brochure, Samples, Feedback form"
DR490,Christopher Middleton,Oncologist,19.037502,72.914546,09:00,11:00,15,9,MR1,"Feedback form, Survey kit"
